livre.chapitre.verset,Bafia
1CO.11.1,Ɓaana ɓumɓɛ ɓɛɛ̀ nɔ̀ɔnɔɔ̀tì kìfèèghrɛnà kɛm̀ fɛlɛ yɛ̀ɛ mɛ̀ɛmiɗ mɛ̀ɛ nnɔ̀ɔnɔɔ̀tì ki Kiris.
1CO.11.2,"Ǹsɛɛgh mìni yɛ̀ɛ ɓi yiiyitàg mɛ̀ ɓyààmɛ̀n ɓìcèm, rì yɛ̀ɛ ɓi ɓèŋɓeŋ deɓ yɛm̀ lɔŋ yɛ̀ɛ mɛ̀ ǹfaghà mìni yɔ."
1CO.11.3,"Nni nsoò fɔlɔɔ, kɛɛ̀ kɔ̀nkɔn mɛ lɛ di ɓyàa yii kìɓan ki: Kiris à rì rìfòm ɗi baŋì bimiɗ, baŋì ì ɓa rìfòm ɗi giɓ, Bɛ̀ll à ki ɓa rifòm ɗi Kiris. "
1CO.11.4,"Baŋì bimiɗ ìnɛ yɛɛ̀ kìki bɔ̀ŋzɛ̀n nsoò lɛ ìnɛ yɛɛ̀ kpaakpaŋzì ɓìɓan ɓi Bɛ̀ll à rèsii nyi, di ì rì rì tàm ɓi nto ì yin ɗi bɔgsɛ̀n ɓi san ànɛ yɛ̀ɛ rifòm ɗii. "
1CO.11.5,"Wɔ̀lɛ giɓ bimiɗ ànɛ a kìki bɔ̀ŋzɛ̀n, nsoò lɛ a kpaakpaŋzì ɓìɓan ɓi Bɛ̀ll à rèsii nyi, di à rì ǹto zɛy, à sɛɛtii rìfòm ɗii; ki ri lɔŋ yɛ̀ɛ giɓ anɛ à rì ǹkɛ̀ŋɗɛn kpuu. "
1CO.11.6,"Lɛ i giɓ a yin ɗi yeŋkesì ɓi nto, à ghɛ̀ɛ̀sɛɛ kì kɛ̀ŋɗɛɛ nto; nni i ki ri ǹtoòrìɗ lɛ giɓ a caà tyòŋ tii, nsoò lɛ a kɛŋɗɛn kpuu, à ghɛ̀ɛ̀sɛɛ min ki waatɛɛ yeŋkesì. "
1CO.11.7,"Baŋì ì ghɛ̀ɛ̀sɛɛ ɓi lɛ ì lɔɔghrɛ̀n nto ɓisuulɛ, ì rì kìfèèghrɛnà ki Bɛ̀ll, yɔ̀ tì rìkem ɗi Bɛ̀ll, kɔlɛ giɓ a rì rìkem ɗi baŋì. "
1CO.11.8,"Lɛ àa ɓi giɓ innɛ ɓɛ tekày com ki ɓɛ kighà baŋì rì kɔ, lɔŋ ɓi baŋì innɛ ɓɛ tekà com ki ɓɛ kighà giɓ miì. "
1CO.11.9,"Rì tì lɛ, ɓɛ kighà ɓi baŋì ɓisuu giɓ, lɔŋ giɓ innɛ ɓɛ kighà ɓisuu baŋì. "
1CO.11.10,"Kìɓan kiǹ kɛɛ̀ki giɓ a ghɛ̀ɛ̀sɛɛ kì waatɛɛ com ɓi nto, ki kɛɛ̀ rèresi lɛ à rì ɓi rìlàmì ɗi yii, lɛ ɓum ɓɛ titom. "
1CO.11.11,"Wɔ̀lɛ ɓi Kan ɓi ɗùm, giɓ a yin lɛ ɓɛ ghasì nyi rì baŋì, yɛ̀ɛ baŋì ì yin lɛ ɓɛ ghasì yɔ̀ ri giɓ "
1CO.11.12,"ɓisuulɛ lɔŋ yɛ̀ɛ giɓ a kìlɛ̀ngà rì com ki ɓɛ tekày ɓi baŋì, fɔlɔɔ nnɛ baŋì ì ti ì yalàg yì ɓi ɗùm ɗi giɓ, ɓìɓan ɓiǹ ɓìcèm ɓi ti ɓi ɓalàg yì yɛ̀ɛ Bɛ̀ll. "
1CO.11.13,Mìniìɓɔmiɗ fiɓiina kìɓan kiǹ; ki ghɛɛ̀sɛɛ nya lɛ giɓ a ɓɔŋzi Bɛ̀ll di à rì ǹto zɛy? 
1CO.11.14,"Rìɓa ɗi ɓum ɗyɔmiɗ ɗyɛɛ̀ rèresi mini lɛ, ki ri ntoòrìɗ lɛ baŋì yɛ̀ɛ raɓsi tyòŋ. "
1CO.11.15,"Kɔm̀ lɛ fɔlɔɔ a rì rìkem ɗi giɓ, ɓisuulɛ tyòŋ ti ràɓ ti falɛ̀ngà yɛ̀ɛ giɓ lɛ tyɛɛ ɓa nyi fɛlɛ yɛ̀ɛ kìlàà ki kɛɛ gheg nyi ǹto. "
1CO.11.16,"Wɔ̀lɛ i mum à kɔ̀ni ɓi lɛ a nyolɛn ɓi kìɓan kiǹ, à ghɛ̀ɛ̀sɛɛ kì yiì lɛ ɓìsii yin ɗi kìsyɔ̀ɔ̀ kiǹ, nsoò ɓìseŋi ɓi Bɛ̀ll ɓi yin girig rì kɔ."
1CO.11.17,"Yɛ̀ɛ ǹcee ɓi kìɓan ki ǹɗɔ̀gsɛɛ mìni ki, ǹ-yin ɗi ìtèɗ wulɛ ǹsɛg mìni ɓisuulɛ mɛ̀ghàdà min mɛ maa ghɛ̀ɛ̀sɛɛ kì kìi lɛ ɓi koɓsɛn ɓìɓeɓtàg ɓin ɓi ɓisyɔ̀ɔ̀, mɛɛ̀ kìki ti com ki lɛ ɓi ɗyoŋ̀ à cee fɔlɔɔ. "
1CO.11.18,"Kìɓan ki asu ki ri lɛ, nwoki lɛ ɓì ti lɛ, i ɓì taŋzɛɛ rìghàdà, ǹlànag wu ɓa ɓi nyìinyìm wìn, mɛ̀ nki gherɛɛ kìɓan kiǹ gàɓ. "
1CO.11.19,"Ki ghɛɛ̀sɛɛ kɔmiɗ lɛ mɛ̀lànag mɛɛ ɓa ɓi nyìinyìm wìn, lɛ di ɓumɓɛ ɓi nɗaŋ win ɓɛ ɓɛ ri ɓɛ̀ sììrɛn ɓɛɛ yilɛn. "
1CO.11.20,"Ɓì ti lɛ i ɓì taŋzɛɛ, àa ɓìɗilàg ɓi Bɛ̀ll ɓyɛɛ̀ɓi ɓì ti ɓì tekì. "
1CO.11.21,"Ɓisuulɛ mum ǹcèm à ti à rùnàg kì ɗiì ɓìɗilàg ɓii ɓi nyimiɗ ɓi lèg ànɛ lɛ ŋwaàdɛŋ à wowòg zày, roàmbog ǹŋwaŋɛn mɛrɔ̀g. "
1CO.11.22,"Ɓì yin gi ri mɛɛ mɛ ɓì rì lɛ ɓì kì lɛ, ɓì ɗi, ɓì nɔ wɔɔ? Gìn kìseŋi ki Bɛ̀ll kɛɛ̀ki ɓi sɛɛsɛɛ̀tì, ɓì ki kɔ̀nkɔn lɛ ɓi woòwògsì ɓumɓɛ ɓɛ ri kɛ̀ɛ̀ com ǹtoòrìɗ? Nni cɛ kɛɛ̀ki nkpaa min mini! Ǹghɛ̀ɛ̀sɛɛ nya lɛ nsɛg mìni? Àg! Mɛ̀ ǹ-yin lɛ ǹsɛg mìni ɓi kìɓan kiǹ."
1CO.11.23,"Ɓisuulɛ, rìrèsàg ɗi mɛ̀ ǹtekà yɛ̀ɛ Kan ɗyɛɛɗi mɛ̀ ǹghagsìghà mìni. Lɛ Kan Yeesus, ɓi-ru wu ɓɛ tɔkɛ̀ngà nyi, à tekà bìrɛs "
1CO.11.24,"fɔɔnnɛ à ɓaghà lɛ, à mɛ fa Bɛ̀ll ɓìtògsɛ̀n nni à ɓɛkà yɔ̀, à kpaa lɛ: Nyoo yɛ̀m yɛ̀ɛ ri lɛ, yɛ̀ɛ ri ǹfayɛn ɓisu win, kìlaaghna kìɓan ki ɓì yitàg mɛ̀. "
1CO.11.25,"Fɔlɔɔ nnɛ à tekà girig ɓeŋ di ɓaa lègsi ki ɗiì, à kpaa lɛ: Ɓeŋ ànɛ à rì nyɔɔnyɔn à rìràrɛ̀n ànɛ lɛ rì ɓum rì Bɛ̀ll ɓi bwaɓ yɛm̀; ɓì yitàg mɛ̀ cààmɛ̀n kìcèm ki ɓì nɔɔ nyi. "
1CO.11.26,"Ɓisuulɛ cààmɛ̀n kìcèm ki ɓì ɗii bìrɛs ìnɛ, ɓì ki nɔ ɓeŋ ànɛ, ɓi kakali riwù ɗi Kan, à kpaŋ lɔŋ yɛ̀ɛ à ri yù."
1CO.11.27,"Kìɓan kiǹ kɛɛ̀ki, ŋwaànɛ à rì ɓiì ɗiì bìrɛs nsoò lɛ à nɔ beŋ à Kan yɛ̀ɛ ki ghɛɛ̀sɛɛ ɓi, à rì ɓiì terì bɛ̀lɛn ɓi nyoo, rì bwaɓ yi Kan. "
1CO.11.28,"Nni mum ǹcèm a fiɓɓɛn nyimiɗ di fɔɔnnɛ a ɗi bìrɛs, à nɔ ɓeŋ, "
1CO.11.29,"ɓisuulɛ ŋwaànɛ à rì ɓiì ɗiì, nsoò lɛ à nɔ, kɛ̀ɛ̀ kì fiɓii nyoo ì Kan, à kìi lɛ, à ɗi, à ki nɔ ncɛ̀m wìì a nyimìɗ."
1CO.11.30,Kìɓan kiǹ kɛɛ̀ki ɓɛ̀roroɓ rì ɓɛ̀lɛnlɛm ɓɛ teghɛɛ miì ɓi nyìinyìm wìn; kɛɛ̀ki gàɓ ì ɓum lɛɛ̀gwey ì mɛ ki cuu. 
1CO.11.31,"I tyàa ti tì fiɓɓàg ɓìsiìɓɔmiɗ, di Bɛ̀ll à yiǹ lɛ à yɔ̀mdì ɓìsi. "
1CO.11.32,"Wɔ̀lɛ Kan à ti à yɔ̀mgì ɓìsi lɛ a reɓ ɓìsi, lɛ di tyɛ̀ ki teɗ bɛ̀lɛn nɗaŋ ri ziinɛ. "
1CO.11.33,"Ɓɔɔsoŋ̀, fɔlɔɔ yɛɛ ri lɛ, cààmɛ̀n ki ɓì taŋzɛɛ ɓi ɓìɗilàg ɓi Bɛ̀ll, ɓì ghɛ̀ɛ̀sɛɛ kì ɓooɓoŋ̀ɗɛ̀n mìni rì mìni. "
1CO.11.34,"I mum a wowog zày, à ghɛ̀ɛ̀sɛɛ kì ɗiì a mɛɛ mii, lɛ di kɛ̀ ɓi syòŋ yi mìniìɓɔmiɗ ncɛ̀m ɓi nyoo, di ɓì taŋzɛɛ. Ǹɗì ɓiì pègsɛɛ ɓiɓan ɓimbog yɛ̀ɛ ǹɗì ɓiì yùu."
1CO.12.1,"Ɓɔɔsoŋ̀, ɓi kìɓan ki ki seesee ɓìɓan ɓi Kìtɛntɛ̀ɛ̀n ki Nghay ki ti ki falàg ɓum ìtèɗ wu kìyɛn, mɛ̀ ǹkɔ̀ni ɓi lɛ ɓi rɔɓ lɛ dùŋdùŋ. "
1CO.12.2,"Ɓì yii lɛ, cààmɛ̀n ki ɓì ɓaghà di ɓì ka yi ɓi Bɛ̀ll, ɓɛ syoŋsyòŋgà mìni lɔŋ lɛ duri yaa tani, a ɓìnùn ɓi ɓi yin lɛ ɓi toòghrɛ̀n. "
1CO.12.3,"Kìɓan kiǹ kɛɛ̀ki ǹkpaa mìni lɛ, mum à yin lɛ à kpaà lɛ: Yeesus a teɗ ǹcɛ̀m di ki ri lɛ a tòtog ri ìtèɗ wu Nghay à Bɛ̀ll, mum à ki yin lɛ à kpaa lɛ: Yeesus à rì Kan, di ki yin lɛ Kìtɛntɛ̀ɛ̀n ki Nghay kɛɛ tinii nyi lɛ a kpaà fɔlɔɔ."
1CO.12.4,"Mɛ̀faà mɛ Nghay mɛ ri mɛ̀kuu mɛ̀kuu, kìɓan kifog Ǹghay ànɛ a fafa mɔ, à rì lɔŋ bog. "
1CO.12.5,"Ɓìsay ɓi ri mɛ̀kuu mɛ̀kuu, kìɓan kifog Kan bog innɛ ɓɛɛ̀ sasày. "
1CO.12.6,"Ɓìɓan ɓi kìyɛn ɓi ri mɛ̀kuu mɛ̀kuu, wɔ̀lɛ Bɛ̀ll bog yɛ̀ɛ kìki ɓiɓan ɓiǹ ɓìcèm ɓi ɓum ɓɛ̀cèm."
1CO.12.7,Kìtɛntɛ̀ɛ̀n ki Nghay ki ti ki ghɛnàg yɛ̀ɛ mum bimiɗ ɓi bimiɗ à rìfa ànɛ à rì ɓi kìrɔɔ ki ɓum ɓɛ̀cèm. 
1CO.12.8,"Lɛ Nghay à ti à falàg ŋwaàdɛŋ ɗyomzɛ̀n, m̀bobog à Ǹghay ànɛ̀n à fa roàmbog ɓìtòkì ɓi riyi ɗi ɓiɓan. "
1CO.12.9,"M̀bobog à Ǹghay ànɛ̀n à fa roàdɛŋ rìgherɛ̀n, à fa roàmbog ìtèɗ wu wɔ̀ɔwɔɔ̀zìyɛ̀n ɓɛ̀roroɓ. "
1CO.12.10,"À fa ŋwaàdɛŋ ìtèɗ wu kìkiyɛn dàm, à fa roàmbog ìtèɗ wu kpaakpaŋzìyɛ̀n ɓìɓan ɓi Bɛ̀ll à rèsii nyi; à fa roàdɛŋ ìtèɗ wulɛ a yi rìghasì ɗi lɛ, rì ɓìɓeɓtàg ɓi mɛghay, rì syeesyee à Ǹghay, à fa tì roàdɛŋ ìtèɗ wu tòtoghɛn ɓìkènekènè ɓi ɓitòkì à ki fa roàdɛŋ ìtèɗ wulɛ a tɛɛ̀zi ɓìɓan ɓi ɓyɛɛ̀ kpaakpaàrɛ̀n ɓi ɓìtòkì ɓiǹ. "
1CO.12.11,"Lɔŋ m̀bobog à Nghay ànɛ̀n nnyɛɛ̀ kìki ɓiɓan ɓiǹ ɓìcèm, à ki kàakàɓsì ɓyɔ lɛ rì ŋwaànɛ̀n miì à fa com ki à kɔ̀ni."
1CO.12.12,"Ɓisuulɛ nyoo ì mum ì rì lɔŋ bog, wɔ̀lɛ ì teghɛ̀n ɓìkàɓ; kìɓan kifog, nsoò yɛ̀ɛ ɓìkàɓ ɓiǹ ɓìcèm ɓi teghɛɛ bàlì, ɓyɛɛ toŋi lɔŋ mbobog à nyoo, fɔlɔɔ nnɛ Kiris à rì girig. "
1CO.12.13,"Lɛ ɓìsi ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm, tì ɓàɓtɛ̀ngà ɓi mbobog à Nghay, lɛ ti ɓa nyoo bogtɛ̀n nsoò Ɓɛ̀yudɛ̀n, nsoò ɓumɓɛ ɓɛ yin Ɓɛ̀yudɛ̀n, nsoò ɓɛ̀kpàn, nsoò ɓumɓɛ ɓɛ yin ɓɛkpàn, fɔɔnnɛ ɓìsiìcèm tì nɔghà m̀bobog à Nghay ànɛ̀n. "
1CO.12.14,"Fɔlɔɔ nnɛ nyoo ì mum ì yin lɔŋ kikàɓ kìfog, ì tèghɛɛ ɓìkàɓ. "
1CO.12.15,"I ìkòò waa rì lɛ wu kpaa lɛ: Yɛ̀ɛ mɛ̀ ǹ-yin càg, ǹ-yin kikàɓ ki nyoo, fɔlɔɔ a yin lɛ à règ wɔ lɛ wɛɛ ɓa lɔŋ kikàɓ ki nyòò. "
1CO.12.16,"I ìreè wu kpaa lɛ: Yɛ̀ɛ mɛ̀ ǹ-yin ɗis, ǹ-yin kikàɓ ki nyoo, fɔlɔɔ a yin lɛ à règ wɔ lɛ wɛɛ ɓa lɔŋ kìkàɓ ki nyòò. "
1CO.12.17,"I nyoo bimiɗ yàa rì lɔŋ lɛ ɗis, di mum àrì lɛ à wog ɓìɓan la? Gìn i nyoo bimiɗ yàa rì lɔŋ lɛ ìreè, di lannɛ mum àrì lɛ à wog mɛ̀rùù mɛ ɓyom? "
1CO.12.18,Ɓi saaɗ Bɛ̀ll à fogà kìkàɓ kìcèm ɓi nyoo lɔŋ yɛ̀ɛ ki kɔngà nyi. 
1CO.12.19,I kìkàɓ kɛɛ ɓa lɔŋ kifog di nyoo ì yin gi lɛ ì ɓa. 
1CO.12.20,"Nni ɓigomìnɛ, ɓìkàɓ ɓi ri ɓìtèghɛn, nyoo ì ɓa lɔŋ bog. "
1CO.12.21,"Fɔɔnnɛ ɗis ɗi yin lɛ ɗi kpaa càg lɛ: Ǹtɔɔgh ɓi com rì wɔ̀; nsoò ǹto, wu yin lɛ wu kpaa mɛ̀kòò lɛ: Ɓì yin mɛ rì gɛɓsɛ̀n. "
1CO.12.22,"Kìɓan kifog, ɓìkàɓ ɓi ɓi nyoo ɓi ɓyɛɛ̀ seeseèrɛ̀n yɛ̀ɛ ɓi ri kɛ̀ɛ̀ ìtèɗ, ɓi ri rì coo gɛɓsɛ̀n. "
1CO.12.23,"Ɓìkàɓ ɓi tì ɓiisɛɛ ɓi ki kuughraagh lɛ ɓi ri bimiɗ à com, ɓyɛɛ̀ɓi tì ti tì ɓiisàg kì ɓèŋi lɛ syeesyee; ɓìsii ri lɔŋ lɛ, ɓìkàɓ ɓi ɓi yin loò ɓìkàɓ ɓi lɛ ɓɛ ɓuŋɓùŋ ɓyɛɛ̀ɓi ɓìsii ɓiisɛ̀n kì ɓèŋɓeŋi ri ɓyoo tikɛɗ. "
1CO.12.24,"Kɔmiɗ lɛ ɓìkàɓ ɓi ɓi ri ɓyoo ɓikàɓ ɓyɔɔ tɔɔgh ɓi lɛ ɓɛɛ nyaànyààsì ɓyɔ fɔlɔɔ; kìɓan kifog Bɛ̀ll à kìghà nyoo lèg ànɛ lɛ ɓyom ɓi ɓi yin ɗi rìkem, à fa ɓyɔ coo rikem, "
1CO.12.25,"lɛ di gasɛ̀n yɛ̀ kɛɛ̀ ɓa ɓi nyoo ì mum, ɓìkàɓ ɓìcèm ɓyɛɛ ɓa lɔŋ ɗi zày ìnɛ lɛ ɓyɛɛ ɓeèɓèŋɗɛ̀n ɓyɔ rì ɓyɔ. "
1CO.12.26,"I kìkàɓ kìfog ki ɓi nyoo ì mum kɛɛ̀ wowog rikɛŋ, ɓìkàɓ ɓìcèm ɓi wog rìkɛŋ nɗaŋ ri kìkàɓ kiǹ. I ɓɛɛ̀ nyaanyaàsì kìkàɓ kìfog ɓi nyoo ì mum, ɓìkàɓ ɓimbog ɓi kaɓɓɛ̀n kìnyàà ki kìkàɓ kiǹ kɛɛ̀ wowòg."
1CO.12.27,"Ɓì rì nyoo ì Kiris, mum ǹcèm ànɛ ɓi mìni à rì kìkàɓ kii lɛ rì mum, à ɓa ɓi rìɓa ɗii. "
1CO.12.28,"Nni Bɛ̀ll à rɛsàkà ɓum ɓi kìseŋi kii fɛlɛ̀: Asu ɓɛ̀kɛ̀nì-fìtom, ɓɛ̀kpaŋzì-ɓìɓan ɓɛ ɓɔ̀ɓ, ɓɛ̀rèsàg ɓɛ yuiy ɓi nɗɛli wu kiraa, ajɛ̀m ìnɛn, rìfa ɗi lɛ ɓum ɓɛɛ kiki dàm ɗi nɔɔ̀tì, mɛ̀faà mɛ yɛ̀ɛ mɛ riwɔ̀ɔ̀wɔ̀ɔ̀zì ɗi ɓɛ̀roroɓ, rì rìghɛɛghɛ̀ɓsì ɗi ɓum ɓɛ nyìinyìg, rì ɗìyi ɗi rilàmì, rì rìtòtòg ɗi ɓitòkì mɛ̀kuu mɛ̀kuu."
1CO.12.29,Ɓì ghɛɛ foo di ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ri ɓɛ̀kɛ̀nì-fìtom? Gìn ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ri ɓɛ̀kpaŋzì-ɓìɓan? Ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ri nya ɓɛ̀rèsàg? Gìn ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛɛ ti ɓɛ kilàg dàm? 
1CO.12.30,Ɓum ɓɛ̀cèm ɓɛ ri nya rì rìfa ɗi lɛ ɓɛɛ wɔɔ̀wɔ̀ɔ̀zì ɓum? Ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛɛ̀ tòtog nya ɓìtòkì mɛ̀kuu mɛ̀kuu? Gìn ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛɛ ri nya rì ìtèɗ wulɛ ɓɛ tɛɛ̀zì ɓum ɓìtòkì ɓiǹ?
1CO.12.31,Fɔɔnnɛ ɓi ghɛ̀ɛ̀sɛɛ kì ɓaà zày rì mɛ̀faà mɛ mɛ ɓiisɛɛ kì rɔɔtɛɛ. Ǹki rì tì mìni ɓiì rèsii bee inɛ ì ɓɛghɛɛ kìrɔɔ.
1CO.13.1,"Nsoò màa tòtòg ɓìtòkì lɛ rì ɓi ɓum, rì ɓi ɓum ɓɛ titom, i ǹ-yin ɗi ǹkɔ̀nɛ̀n ǹɗì lɔŋ yɛ̀ɛ ǹkeŋ wu wɛɛ̀ tòtòg, nsoò lɛ jeŋi inɛ yɛɛ̀ yooyòò. "
1CO.13.2,"Nsoò màa rì rì rìfa ɗi Nghay ɗi lɛ nkpaàkpàŋzì ɓìɓan ɓi Bɛ̀ll, màa soo yii dàm yi ɓiɓan yicèm yi a rìnyam, ǹki yi ɓiɓan ɓìcèm, nsoò màa rì kɔm̀ ɗì rìgherɛ̀n ɗi ɗi ri lɛ ɗi pɛsì dòn lɛ yɛ̀ɛ, pɛsɛn jàŋ inɛ ì rì, i ǹ-yin ɗi ǹkɔ̀nɛ̀n, di ǹɗì lɔŋ com ki zɛy. "
1CO.13.3,"Màa soo teri ìkum wɛm̀ wùcèm, ǹkàɓsàg rì ɓɛ̀soghàsogha lɛ ɓɛɛ ɗiɗi miì, màa soo ki faa kɔm̀ nyoo yɛ̀m lɛ yɛ̀ɛ ɗig ɓi ɗuu, i ǹ-yin ɗi ǹkɔ̀nɛ̀n, fɔlɔɔ anɛ̀n àa ghɛɓsi ɓi mɛ com."
1CO.13.4,"Ǹkɔ̀nɛ̀n à rì rìnìɗ ɗi nɗem, nyi rì kìpuɓì-ǹɗem, kɛ̀ɛ ɓa ri m̀mììghrɛ̀n; ǹkɔ̀nɛ̀n à yin ɗi kalɛn, kɛ̀ɛ ɓa ri kìrèeresɛ̀n. "
1CO.13.5,"Ǹkɔ̀nɛ̀n à ti kɛ̀ɛ kì kiɓan ki kitɛ̀ŋtɛ̀ŋ, ǹkɔ̀nɛ̀n à ti kɛ̀ɛ pàg ɓi kaagh, kɛ̀ɛ wog bim, kɛ̀ɛ ɓa ri mɛ̀nyaàkà, "
1CO.13.6,"ǹkɔ̀nɛ̀n à ti kɛ̀ɛ wog kirɔɔ jàŋ inɛ mɛ̀ɓèe mɛ ri, à ti à nyààràg lɔŋ ri ɓìɓan ɓi ɓi ri lɛ saaɗ. "
1CO.13.7,"Ǹkɔ̀nɛ̀n a cenag ɓìɓan ɓìcèm, à gheràg ɓìɓan ɓìcèm, à ɗyàɓàg ɓìɓan ɓìcèm, à ki nìɗki nɗem rì ɓìɓan ɓìcèm."
1CO.13.8,"Ǹkɔ̀nɛ̀n à yin ɗi rìlèg; rìkpaŋzì ɗi ɓiɓan ɓi Bɛ̀ll ɗi ri lèg, rìtòtòg ɗi ɓìkènekènè ɓi ɓitòkì ɗi leg, rìyi ɗi ɓiɓan ɗi sugtɛ̀n, "
1CO.13.9,"ɓisuulɛ gàɓ ì ɓìɓan yɛ̀ɛnɛ tì yii, tì ki kpaakpaŋzì ɓìɓan ɓi Bɛ̀ll gàɓ ìdɛŋ yɔ̀riyɔ̀. "
1CO.13.10,"Kìɓan kifog, yɛ̀ɛ com ki ki rɔɔtɛɛ kɛ̀ɛ̀ kìɓan ki lɛ ɓɛ fen miì ki ɓiì kpaŋì, ki ki ri tàtà ki leg. "
1CO.13.11,"Yɛ̀ɛ m̀ɓaghà ŋwɔɓti, kìtòkì kɛm̀, fèg wɛ̀m rì ɗyomzɛ̀n ɗyɛm̀, ɓi ɓaghà ɓìɓan ɓi riŋwɔɓti nni wɔ̀lɛ, yɛ̀ɛ ǹkpagà mum, ǹcàɗ ɓìɓan ɓi riŋwɔɓti ɓìn. "
1CO.13.12,"Ɓigomìnɛ, ti seesee ɓyom lɛ rìiì lɔŋ yɛ̀ɛ rìghɛnɛ̀n ɗi ŋwaà ti à ghɛnàg ɓi ŋwii wɔ̀lɛ, ɓi cààmɛ̀n kiǹ, tì konaagh gɛ kì ghɛɛ̀ lɛ tɛntɛ̀ɛ̀n. Ɓigomìnɛ ǹ-yii kìden, wɔ̀lɛ ɓi cààmɛ̀n kiǹ ǹkonaagh gɛ nyi kì yiì, lɔŋ yɛ̀ɛ nyii yighà mɛ̀."
1CO.13.13,"Ɓigomìnɛ, ɓìɓan ɓi ɓi kaka ɓi ri ɓiraa lɛ, rì rìgherɛ̀n, rì dyàɓɛn, rì ǹkɔ̀nɛ̀n, kìɓan kifog ɓi ɓìɓan ɓiǹ ɓìcèm, ǹkɔ̀nɛ̀n yɛɛ cee."
1CO.14.1,"Kaana ǹkɔ̀nɛ̀n; ɓì keesì girig mɛ̀faà mɛ Kitɛntɛ̀ɛ̀n ki Nghay, à ɓiisɛ̀n rìfa ɗi lɛ ɓi kpaàkpàŋzì ɓìɓan ɓi Bɛ̀ll à rèsii mìni. "
1CO.14.2,"Ɓisuulɛ ŋwaànɛ a tòtog ɓìkènekènè ɓi ɓitòkì, à yin ɓiì tòtoogh ri ɓum, lɔŋ rì Bɛ̀ll nnɛ a tòtòg ɓisuulɛ à yin lɛ à wog com ki a kpaakpàà; rì ǹghay innɛ a kpaakpaa ɓiɓan ɓi rim. "
1CO.14.3,"Kɔm̀ lɛ ŋwaànɛ a kpaakpaŋzì ɓìɓan ɓi Bɛ̀ll a tòtog ri ɓum, à fafà ɓɔ ìtèɗ ɓi rìgherɛ̀n, à feèghfègsì ɓɔ, à ki fɔɔfɔɔ̀sì ɓɔ mɛ̀rem. "
1CO.14.4,"Ŋwaànɛ a tòtog ɓìkènekènè ɓi ɓitòkì, a faafàlɛ̀n nyimiɗ itèɗ ɓi rìgherɛ̀n, roànɛ a kpaakpaŋzì ɓìɓan ɓi Bɛ̀ll a kìki lɛ kìseŋi ki Bɛ̀ll kɛɛ ɓa rì ìtèɗ, ɓi rìgherɛ̀n."
1CO.14.5,"Nkɔ̀nkɔn lɛ di mìni ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓyàa tòtoogh ɓìkènekènè ɓi ɓitòkì, wɔ̀lɛ m̀ɓiisɛɛ tì kìkɔ̀ni lɛ ɓi kpaàkpàŋzì ɓìɓan ɓi Bɛ̀ll lɛ ŋwaànɛ a kpaàkpàŋzì ɓìɓan ɓi Bɛ̀ll à cee ŋwaànɛ a tòtog ɓìkènekènè ɓi ɓitòkì, di ki cee ɓi lɛ roànɛ a tòtog ɓìkènekènè ɓi ɓitòkì à ghagsii ɓum com ki à kpaa, lɛ kɛɛ fa kìseŋi kìcèm ìtèɗ. "
1CO.14.6,"Nni ɓigomìnɛ, ɓɔɔsoŋ̀ gɛɓsɛ̀n aɗi yɛɛ̀nɛ ǹɗì lɛ mɓay mìni rì yɔ̀, di ǹ-yùu mìni kìtòtoogh ɓìkènekènè ɓi ɓitòkì jàŋ inɛ màa ghɛ̀ɛ̀sɛɛ lɛ ǹ-yùy mìni rì kìɓan ki Ǹghay à rèsii, nsoò lɛ rìyi ɗidɛŋ, nsoò lɛ kìɓan ki Bɛ̀ll à rèsii mɛ̀ lɛ nkpaŋzi, nsoò lɛ bimiɗ à rìrèsàg àdɛŋ?"
1CO.14.7,"I ɓyom ɓi zɛy (ɓi ɓi yin lɛ ɓi nyɛŋɗɛ̀n ɓi ɓɛ ri lɛ ɓɛ rɔŋ) fɛlɛ yɛ̀ɛ zàro rì fìloŋ ɓyaa yin mɛtòògh dɛŋ dɛ̀ŋ dɛŋ, di lannɛ ŋwaà rì lɛ à yi rìghasì ɗi ritòg ɗi zàro rì ɗi fìloŋ? "
1CO.14.8,I ɗyam ɗi toòghrɛɛ ɓi lɛ tɛntɛ̀ɛ̀n ghɛn yɛɛ ɓuŋɛ̀n wɛ̀y? 
1CO.14.9,"Fɔlɔɔ yɛɛ ri girig ɓi ɓɛg wìn, lɛ i kìɓan ki ɓì kpaa ɓi kìkènekènè ki kitòkì ki resii ɓi com, lannɛ ɓum ɓɛ ri ɓiì yiì com ki ɓi kpaakpàà? Fɔlɔɔ a ɓa lɛ ɓi màmag jɛ̀ɛ̀ ɓi zi."
