livre.chapitre.verset,Bafia
LUK.19.31,"I mum à tɔɔgh mìni lɛ ɓisuucɛ nnɛ ɓì fùmii man à jàɗki ànɛ̀n, ɓì ɓàg nyi lɛ: Kan a kɔ̀nkɔn lɛ ti kɛǹ nyi rì yɔ̀. "
LUK.19.32,"Nni ɓumɓɛ Yeesus à romgà ɓɛǹ ɓɛ kɛngà, ɓɛ tanɛ̀n lɛ ɓìɓan ɓi ri lɔŋ yɛ̀ɛ Yeesus à kpaaghà. "
LUK.19.33,Yɛ̀ɛ ɓɛ fufùmìghà man à jàɗki ànɛ̀n nni ɓumɓɛ ɓɛ ɓaghà rì nyi ɓɛ tɔkà ɓɔ lɛ: Ɓisuucɛ nnɛ ɓi fùfumi man à jàɗki ànɛ̀n? 
LUK.19.34,Ɓɔɔ ɓaàg lɛ: Kan a kɔ̀ngi lɛ ti kɛǹ nyi rì yɔ̀. 
LUK.19.35,"Fɔɔnnɛ ɓɛ kɛngà Yeesus rì man à jàɗki ànɛ̀n, ɓɛ ghas̀ ɓìlàà miì aɗyòò, ɓɛ ɓɔgsì nyi miì. "
LUK.19.36,"Yɛ̀ɛ Yeesus à kɛ̀nkɛ̀ngà, ɓum ɓɛ ghaghàlà ɓìlàà ɓyaa ɓi bee aɗyòò. "
LUK.19.37,"Yɛ̀ɛ à ɓaghà di à mɛ wuɓsɛn Yorisalɛm, ɓi rìsɛ̀nɛ̀n ɗi dòn ì ɓɛ̀òlìvyee, nnɛ kìnyàà ki ɓangà ɓɛ̀yilàg ɓɛ̀cèm ɓɛ tumɛ̀n rìɓɔgsì ɗi Bɛ̀ll jɛ̀ɛ̀ aɗyòò ǹɗaŋ, ɓisuu dàm yi ɓiɓan yicèm yi ɓɛ ghɛngà. "
LUK.19.38,"Ɓɛ kpaakpàà lɛ: Bɛ̀ll a maŋ rìfòm ɗi ɗi yuu yì ɓi ɗii ɗi Kan, fyòoog à ɓa ɓi ɗyoo ɓi ɗùm, rìkem ɗyɛɛ ki Bɛ̀ll."
LUK.19.39,"Fɔɔnnɛ Ɓɛ̀fàrìzyɛŋ ɓɛdɛŋ ɓɛ ɓɛ ɓaghà ɓi gwìy ì ɓum ìnɛ̀n, ɓɛ kpaaghà Yeesus lɛ: Ǹɗèsàg, simi ɓɛ̀yilàg ɓɔɔ ɓɛɛ maàrɛn. "
LUK.19.40,"Yeesus à ɓàg ɓɔ lɛ: Ǹkpaa mìni lɛ, i ɓɛ maarɛɛ, gɔ̀g yi kpagsɛ̀n."
LUK.19.41,"Yɛ̀ɛ Yeesus à ɓaghà di à mɛ wuɓsɛn bàn, nni à soɓkà mis ɓi yɔ̀, à tum rìrèn ɓisuu bàn ìnɛ̀n, à kpaa lɛ: "
LUK.19.42,"I wɔ̀ girig wàa rì lɛ ù yi com ki ki ri lɛ ki fa wɔ̀ fyòoog ɓi ŋwos a gɛɛ̀nɛ, nni fe! Com kìn ki ri wɔ̀ kì nyamɛn ɓi lèg ànɛ lɛ kɔ̀ɔ ghɛn kɔ. "
LUK.19.43,"Mɛ̀ru mɛdɛŋ mɛ ri ɓiì ghɛnɛɛ a lɔ̀ŋkɔɔ, mɛ ɓɛ̀bènàbena ɓɔɔ ɓɛ ri wɔ̀ ɓiì cèŋzɛɛ ri gari, ɓɛ ki ghegsag wɔ; ɓɛ ri wɔ̀ ɓiì faà rìbaŋì ɓɛ̀ɓɛg ɓɛ̀cèm. "
LUK.19.44,"Ɓɛ ɓiì ɓùgsii lɛ rì wɔ̀, rì ɓɔn ɓɔɔ, ɓɛ̀ kɛɛ̀ cààti gɔ̀g ìdɛŋ m̀ɓasɛn ɗi yimbog ɓisuulɛ, ù yighà ɓi cààmɛ̀n ki Bɛ̀ll à yùghà wɔ̀ kì ghɛɓsii miì."
LUK.19.45,"Nni Yeesus à ɗiŋìghà ɓi naà-Bɛ̀ll, à tumɛ̀n rìnàɓ ɗi ɓɛ̀kìì-fyèè, "
LUK.19.46,"à kpaakpàà ɓɔ lɛ: Ki ri kì kànɛn lɛ, naa yɛ̀m ì ri ɓa naà-bɔ̀ŋzɛ̀n. Wɔ̀lɛ mìnii mɛ ghaasi yɔ̀ naa ì ɓɛ̀wiiwìì."
LUK.19.47,"Yeesus àa nti à rèsàg ɓum ɓìɓan ɓi Bɛ̀ll ɓɛ̀ŋwos ɓɛ̀cèm ɓi naà-Bɛ̀ll. Nni ɓɛ̀pìrɛɛtìrɛ̀ ɓɛgwey, rì ɓɛ̀rèsàg-ɓìdɔ̀gsɛna rì mɛ̀fòm mɛ ɓi kìlɔ̀ŋ ɓɛ kaakààghà bee inɛ ɓɛɛ wey nyi. "
LUK.19.48,"Kìɓan kifog, ɓɛ yighà ɓi lannɛ ɓɛ ri lɛ ɓɛ ki ɓisuulɛ, kìlɔ̀ŋ kìcèm ki ɓaghà mɛ̀reè mɛ̀ ramɛn ɓi ɓìɓan ɓi Yeesus à kpaakpààghà."
LUK.20.1,"Ŋwos adɛŋ, di Yeesus à rì ɓi rìrèsàg ɗi kilɔ̀ŋ, à ki kpaakpaa Syeesyee à Ɓɔlɛ ɓi naà-Bɛ̀ll, nni ɓɛ̀pìrɛɛtìrɛ̀ ɓɛgwey rì ɓɛ̀rèsàg-ɓìdɔ̀gsɛna, rì ɓɛ̀sɛ̀ɛ̀mɛn ɓɛ peeghày, "
LUK.20.2,"ɓɛ tɔg nyi lɛ: Kali ɓìsi! Ɓi-tèɗ aɗi nnɛ u kìki ɓiɓan, nsoò lɛ ghɛn yɛɛ faa wɔ̀ rìkuu ɗi itèɗ ɗiǹ? "
LUK.20.3,Nni à ɓàkà ɓɔ lɛ: Mɛ̀ girig ǹtɔg mìni ǹtɔɔ̀tɔɔgh. 
LUK.20.4,"Kaliina mɛ̀, bàɓtis ì Zyaŋ ì ɓaghày nya yɛ̀ɛ Bɛ̀ll gìn, a ɓum? "
LUK.20.5,"Fɔɔnnɛ Ɓɛ̀fàrìzyɛŋ ɓɛ fiɓìghà ǹtɔɔ̀tɔɔgh wiǹ wɔɔ ɓɔ rì ɓɔ, ɓɛ kpaa lɛ: I tì ɓàagh nyi lɛ bàɓtis ì Zyaŋ ì ɓaghày yɛ̀ɛ Bɛ̀ll, à rì ɓìsi ɓiì tɔɔ̀gh lɛ, nni ɓisuucɛ nnɛ ɓì gherɛ̀ngà ɓi yɔ̀? "
LUK.20.6,"I tì ɓàagh nyi lɛ, ì ɓaghày a ɓum, kìlɔ̀ŋ kìcèm ki ri ɓìsi ɓiì rogii gɔ̀g lɛ, ki gherɛ̀ngà rì nɗem wùcèm lɛ, Zyaŋ à ɓaghà ǹkpaŋzì-ɓìɓan. "
LUK.20.7,Fɔɔnnɛ ɓɛ ɓakà nyi lɛ ɓɔɔ yii ɓi fe nnɛ bàɓtis ì Zyaŋ ì ɓaghày. 
LUK.20.8,"Nni Yeesus à kpaaghà min ɓɔ lɛ: Mɛ̀ girig, mɛ̀ ǹkpaa ɓi mini ɓi-tèɗ aɗi nnɛ nkìki ɓiɓan ɓi."
LUK.20.9,"Ajɛ̀m ìnɛn, nni à teetìghà ɓum dàɗkì lɛ, ŋwaàdɛŋ yɛɛ salà dɛm i viìnyɛ̀, à foŋ yɔ̀ ɓi rɛntì, à fa yɔ̀ ri ɓum ɓɛdɛŋ ɓɛ ɓɛɛ sasay miì, nyii kɛǹ ɓi kìlɔ̀ŋ kidɛŋ à finɛ̀n yì wɔɔ. "
LUK.20.10,"Yɛ̀ɛ cààmɛ̀n ki mɛ̀saŋ ki kpagà, nni à romgày ǹkìì-kìsay adɛŋ a ɓumɓɛ à fogà ɓi dɛm, lɛ ɓɛɛ rom̀ nyi gàɓ yìì i ɓyom. Ɓumɓɛ ɓɛ reɓsɛ̀ngà dɛm ri ɓɔ, ɓɛ kulà ŋwaànɛ ɓɛ romgày ànɛn, ɓɛ pɛɛ̀zì nyi rì jɛ̀m ɓyàg zɛy, yɛ̀ɛ ŋwaàdɛm. "
LUK.20.11,"Fɔɔnnɛ ŋwaàdɛm a romdìghà ǹkìì-kìsay adɛŋ, ɓɛ kuutì nyi, ɓɛ ki sɛmgi nyi, ɓɛ pɛɛ̀zì tì nyi rì jɛ̀m ɓyàg zɛy. "
LUK.20.12,Ŋwaàdɛm a romdì tìì ǹkìì-kìsay ɓi gɛ̀n i kìraa; ɓɛ̀salì ɓi dɛm ɓɛ kpɛɛghì tì ǹkìì-kìsay anɛ̀n ɓɛ ki nàɓ nyi. 
LUK.20.13,"Fɔɔnnɛ ŋwaàdɛm a tɔkà min lɛ: Ǹghay ɓà la? Ǹɗì ɓiì romì man wɛm̀ à ǹɗem, ɓaà yi ɓi, nyi nnɛ ɓɛ ri nya ɓiì risii. "
LUK.20.14,"Kìɓan kifog, yɛ̀ɛ ɓɛ̀salì ɓi dɛm ɓɛ ghɛngày man ànɛ̀n, ɓɛ ghɛn ɓi ɗyomzɛ̀n ɗyaa lɛ: Ŋwaànɛ à ghɛ̀ɛ̀sɛɛ kì rɔ̀ɓi ri dɛm inɛ yɛɛ ri lɛ, nni ti wolina nyi di dɛm yɛ̀ɛ woòghrɛn ɗì ɓìsi. "
LUK.20.15,"Nni ɓɛ kpaŋzìghà nyi ɓi dɛm, ɓɛ ki wey nyi. Ɓigomìnɛ̀n, cɛ kɛɛ̀ ki ŋwaànɛ̀n à ɓiì ghalì rì ɓumɓɛ à faghà dɛm ri ɓɔ? "
LUK.20.16,"Ŋwaàdɛm a rì ɓiì yùu, à cuusì ɓumɓɛ̀n ɓɛ̀cèm, à ki fa dɛm inɛ̀n rì ɓum ɓɛdɛŋ. Yɛ̀ɛ kìlɔ̀ŋ kìcèm ki wokà rìkpaa ɗi Yeesus ɗiǹ, ki kpaa lɛ: Kɛ̀ kɛɛ̀ ɓa ɓaà fɔlɔɔ. "
LUK.20.17,"Fɔɔnnɛ Yeesus à pɛɓsɛ̀ngà ɓɔ à kpaa lɛ: Jɛ̀ɛ̀ ìnɛ ì rì ǹkànɛn ɓi kaàtà à Bɛ̀ll ì rì azi lɛ cɛ? Gɔ̀g ìnɛ ɓɛ̀toŋì-mɛɛ ɓɛ makà, yɛ̀ɛ ki ti gɔ̀g ìnɛ ì lènlemi ǹtɔn à mɛɛ."
LUK.20.18,"Nni mum ǹcèm ànɛ à kpìi ɓi gɔ̀g ìnɛn, à ɓiì ɓumɓuni, fɔɔnnɛ gɔ̀g ìnɛn ì ɓiì turii mum bimiɗ ànɛ ì rì ɓiì kpìi ɓi nyòò. "
LUK.20.19,"Ɓɛ̀pìrɛɛtìrɛ̀ ɓɛgwey rì ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓɛ kaakààghà bee inɛ lɛ ɓɛɛ ɓaǹ nyi, ɓi cààmɛ̀n kɔm̀ kiǹ, wɔ̀lɛ ɓɛ risìghà ɓum ɓɛ kilɔ̀ŋ lɛ, ɓɛ yighà lɛ ɓisu waa nnɛ Yeesus à tekà dàɗkì ìnɛn."
LUK.20.20,"Fɔɔnnɛ ɓɛ tumɛ̀ngà rìfifìɓì ɗi Yeesus lɛ tintɔ̀ɔ̀ŋ, ɓɛ ki rom yi nyi ɓum ɓɛ mɛwooghrag, ɓɛ̀roɓɛ̀n ɓɛ ki lɔŋ yɛ̀ɛ ɓɛ yuù nyi kì tɔɔ̀gh saaɗ à kìɓan lɛ ɓɛɛ wog ǹkòo à nɛ̀si jɛ̀ɛ̀, di ɓɛɛ ɓan nyi, ɓɛɛ fa nyi rì ɓɛ̀yɔ̀mì-ɓum, rì gɔmìnà. "
LUK.20.21,"Nni ɓumɓɛ̀n ɓɛ tɔkà Yeesus ǹtɔɔ̀tɔɔgh lɛ: Ǹɗèsàz ɓìsii yii lɔŋ lɛ, ù rì roànɛ a kìki lɛ, à kpaakpàà saaɗ, à ki rèresi ɓum saaɗ, kɛ̀ɛ fiɓi riɓa ɗi mum; u ki rèresi ɓum bee inɛ yɛ̀ɛ Bɛ̀ll lɔŋ yɛ̀ɛ ki ghɛɛ̀sɛɛ ɓi saaɗ. "
LUK.20.22,"Ɓìdɔ̀gsɛna ɓis ɓi gherɛɛ nya lɛ ti peèghi làmpoŋ̀ rì Kaaza gìn, tyɛ̀ ki peeghi? "
LUK.20.23,"Wɔ̀lɛ Yeesus à ghɛngà lɛ ɓɛ purii nyi càg ɓi ɗùm yɛɛri, nni à ɓàkà ɓɔ lɛ: "
LUK.20.24,"Rèsiina mɛ̀ fìraŋ̀; kìfèèghrɛnà ki ghɛn, rì ɗii ɗi ghɛn, ɓyɛɛ ri lɛ miì? Ɓumɓɛ̀n ɓɛ ɓaàg nyi lɛ: Ɓi ri yɛɛ lɔɔ lɛ, rì kìfèèghrɛnà ki Kaaza, rì ɗii ɗiì. "
LUK.20.25,"Nni Yeesus à kpaaghà min ɓɔ lɛ: Pɛ̀ɛ̀ziina ɓyom ɓi Kaaza rì Kaaza, ɓì fa Bɛ̀ll ɓinkìì. "
LUK.20.26,"Ɓɛ ɓaghà ɓi lɛ ɓɛ wɔɔsì nyi ɓi ɓìtòkì ɓii ɓi à tòtòkà ɓi nyìinyìm à ɓum ɓɛ kilɔ̀ŋ; wɔ̀lɛ ɓɛ kuuràkà rìɓàg ɗi à ɓàkà ɓɔ, ɓɛ mam."
LUK.20.27,"Fɔɔnnɛ ɓum ɓɛdɛŋ ɓɛ ɓi nɗaŋ wu Ɓɛ̀sàdùsyɛŋ ɓɛ ɓɛɛ̀ kpaaghi lɛ, ɓìloŋ ɓi yin lɛ ɓi ghemɓɛ̀n, ɓɛ yughà Yeesus a nyoo ɓɛ tɔg nyi lɛ: "
LUK.20.28,"Ǹɗèsàg, kìɓan ki Moyis à kàngà lɛ ti kilag ki ri lɛ i gèni mum à wii, à càɗ giɓ kɛ̀ɛ̀ man, ŋwaànɛ̀n à rì ɓiì wɔlì giɓ anɛ̀n, à yay ɓɔn rì nyi ɓisuu geni ànɛ àa ŋwii. "
LUK.20.29,"Wɔ̀lɛ ɓum ɓɛdɛŋ ɓɛ ɓaghà ɓi rìgeni ɗyaa ɓɛsɛ̀ɛ̀ taàɓɛ̀ɛ̀; roàntonto à wɛy giɓ, à ki wu di ɓɛ ka yin ɗi man. "
LUK.20.30,"Geni à kìɓɛ̀ɛ̀, rì roàkìraa ɓɛ wɛy ǹkpɔɓ wiǹ. "
LUK.20.31,"Nni ki kilɛ̀ngà fɔlɔɔ ɓi kìtaàɓɛ̀ɛ̀ ki ɓum; ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ cuu, kɛ̀ɛ̀ ànɛ à càri man. "
LUK.20.32,Ajɛ̀m ì ɓumɓɛ̀n ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm nnɛ giɓ anɛ̀n à wughà girig. 
LUK.20.33,"Nni ŋwosi righèmɓɛ̀n ɗi ɓiloŋ giɓ anɛ̀n à ɓaa gɛ ɓà gili ghɛn anɛ ɓi ɓumɓɛ kitaàɓɛ̀ɛ̀ ɓɛǹ, yɛ̀ɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ɓaghà ɓɛ̀yii ɓii? "
LUK.20.34,"Yeesus à ɓàg ɓɔ lɛ: Ɓumɓɛ ɓi cɛɓ ki tì kaka miì ki, ɓɛ ti ɓɛ wɔlàg, "
LUK.20.35,"kìɓan kifog, ɓɛ̀roɓɛ ki ghɛnɛɛ gɛ lɛ, ɓɛ ghɛɛ̀sɛɛ kì terì gàɓ ɓi nyɔɔnyɔn à cɛɓ ajɛ̀m ì rìghèmɓɛ̀n ɗi ɓiloŋ, ɓaa wɔlɛn ti ɓi, "
LUK.20.36,"ɓɛ̀ kɛɛ̀ ki wu ti, lɛ ɓɛ ri ɓaa gɛ yɛ̀ɛ ɓum ɓɛ titom, ɓɛ ki ɓa ɓɔn ɓɛ Bɛ̀ll lɛ, ɓɛ mɛ ghèmɓɛn yi a ɓìloŋ. "
LUK.20.37,"Kìɓan ki righèmɓɛ̀n ɗi ɓiloŋ kɛɛ̀ki Moyis à ɓùŋi ɓi jàŋ inɛ yɛɛ̀ kpaakpaa kitwìɗ ki ki ɓaghà rì ǹɗòò wu ɗuu; wɔɔ nnɛ à reŋii Kan lɛ: Bɛ̀ll à Abiraham, Bɛ̀ll à Isag, Bɛ̀ll à Yakɔɓ. "
LUK.20.38,"Bɛ̀ll à yin Bɛ̀ll à ɓìloŋ, à rì lɔŋ Bɛ̀ll à ɓumɓɛ ɓɛ ri cem, lɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ri cem lɛ nyi. "
LUK.20.39,"Fɔɔnnɛ ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓɛdɛŋ ɓɛ ɓakà nyi lɛ: Ǹɗèsàg, ù konaagh kì kpaà. "
LUK.20.40,Nni ɓɛ ghɛɛsìghà tì ɓi lɛ ɓɛɛ tɔg ti nyi ǹtɔɔ̀tɔɔgh.
LUK.20.41,"Yeesus à tɔkà ɓɔ lɛ: Lannɛ ɓì rì lɛ ɓì kpaa lɛ, Kiris à rì Man à Davit? "
LUK.20.42,"Davit nyimiɗ a kalag ɓi kaàtà à Bɛ̀sam̀ lɛ: Kan à kalìghà Kan wɛ̀m lɛ, kɔ̀ri mɛ̀ fɛ ɓi weèlem, "
LUK.20.43,à kɛ̀n kì kpaŋì yɛ̀ɛ ǹɗì ɓiì ghaasii ɓɛ̀bènàbena ɓɔɔ kìɓoŋ ki u rɛsag mɛ̀kòò miì. 
LUK.20.44,"Nni i Davit à mɛ reŋi nyi lɛ Kan, lannɛ nyii ri lɛ à ɓa tì man wiì?"
LUK.20.45,"Yɛ̀ɛ kìtuu ki ɓum ki wowòkà ɓìɓan ɓi Yeesus à kpaakpààghà, nni à kpaaghà ɓɛ̀yilàg ɓii lɛ: "
LUK.20.46,"Ɓì konàg rì ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓɛ ɓɛ ti ɓɛ keesàg rìrerènì ɗi zi ri ɓyoo ɓɛ̀kàɓà, ki kɔngì ɓɔ lɛ, ɓɛɛ toòtògsì ɓɔ rì coo nnyaasɛ̀n ɓi gwìy, ɓɛ ki keesag mɛkɔ̀ɔ̀ mɛ asu ɓi naa yi bɔ̀ŋzɛ̀n, rì a ɓìsɛ̀nɛ̀. "
LUK.20.47,"Ɓɛ ti ɓɛ pumzàg naa yi mɛkpɔɓ mɛ ɓɛ̀yiɓ, di ɓɛɛ̀ kìki ɓyoo bɔ̀ŋzɛ̀n lɛ, ɓum ɓɛɛ ghɛǹ lɛ ɓɛ ri ɓìsyeesyee ɓi ɓum; ɓɛ ɓiì terì rìkuu ɗi pɔnɔsì ɗi ɗi teèsɛɛ lɛɛ̀gwey."
LUK.21.1,"Yɛ̀ɛ Yeesus à pìkà mis, nni à ghɛngà di ɓɛ̀guŋgum ɓɛɛ̀ pìpig bɔgsì ɓi fìkɔrɔŋ fi ɓɛ m̀pìkì mɔ̀ɔ̀ni mɛ bɔgsì miì. "
LUK.21.2,Fɔɔnnɛ à ghɛngà girig maa soghàsogha a ǹkpɔɓ wu giɓ di a pìpig ɓɔɔ tiraŋ̀ ɓɛɓɛɛ̀. 
LUK.21.3,"Yeesus à kpaa lɛ: Ǹkalii mìni ɓi saaɗ lɛ, maa nkpɔɓ a giɓ anɛ à pìigh bɔgsì à cee ɓum ɓɛm̀bog ɓɛ̀cèm. "
LUK.21.4,"Ɓisuulɛ ɓaa pìigh gàɓ ì mɔ̀ɔ̀ni ìnɛ yàa yiìdi ɓɔ rì kìsay, wɔ̀lɛ giɓ anɛ nyaa pìigh gàɓ ì com bimiɗ ìnɛ àa rì rì yɔ̀, ìnɛ àa ghɛ̀ɛ̀sɛɛ lɛ à ghɛɓ miì."
LUK.21.5,"Yɛ̀ɛ ɓum ɓɛdɛŋ ɓɛ kpaakpààghà lɛ naà-Bɛ̀ll ì rì ǹɗɛ̀ŋɛn ri ɓìsyeesyee ɓi gɔ̀g, rì ɓyom ɓìcèm ɓi ɓum ɓɛ fafàghà ɓi rìɓɔgsì ɗi Bɛ̀ll, nni Yeesus à kalìghà lɛ: "
LUK.21.6,"Mɛ̀ru mɛdɛŋ mɛ ɓiì ɓaà mɛ ɓyàa ghɛɛ̀di ɓi nsoò di gɔ̀g bog ìrì ǹsasaghiyɛn ɓi ìdɛŋ ì rɔ̀ɓ lɛ ɓɛ ɓigtii ɓi yɔ̀, ɓi ɓyom ɓìcèm ɓi ɓi seesee ɓi."
LUK.21.7,Nni ɓɛ tɔkà nyi lɛ: Ǹɗèsàg! fin innɛ kìɓan kiǹ ki ɓiì kìlɛɛ? Kìrèmzɛnà aɗi kɛɛ ri ɓiì rèsii lɛ kìɓan kiǹ ki ti jàŋbog ɗì rìkìlɛ̀n?
LUK.21.8,"Yeesus à ɓàg lɛ: Ɓì konàg lɛ mum kɛ̀ɛ yègsi mini, ɓisuulɛ ɓum lɛɛ̀gwey ɓɛ ɓiì yùyuu ri ɗii ɗyɛ̀m, rì ànɛn miì à kpaa lɛ: Mɛ̀ yɛɛ ri Kiris, rì tì lɛ cààmɛ̀n ki ti jàŋbog; kɛ̀ ɓi nɔ̀ɔ̀ti ɓɔ. "
LUK.21.9,"Yɛ̀ɛ ɓì rì ɓiì woògh di ɓɛɛ̀ kpaakpaa ɓiɓan ɓi mɛ̀y, rì kìɓùùsì ki ɓi ɓìlɔ̀ŋ, kɛ̀ ɓi risi, lɛ ɓìɓan ɓiǹ ɓi ghɛɛ̀sɛɛ kì loògh kì rèsɛɛ, kìɓan kifog àa rìlèg ɗi zi ɗyɛɛ ri lɔɔ ɓiì ɓaà. "
LUK.21.10,"Nni à kpaaghà min ɓɔ lɛ: Ki ɓiì ɓaà lɛ, ɓumɓɛ ɓi tum a zi anɛ ɓɛ ram wɛ̀y ri ɓɛ ɓi tum a zi ambog, kìlɔ̀ŋ ki ki ram wɛ̀y ri kim̀bog; "
LUK.21.11,"ki ɓiì ɓaà lɛ rìfoo rìfoo zi i nyɛ̀ŋɗɛ̀n rììtèɗ, ɓìɓeɓtàg ɓi tiroɓ ɓi ri ɓiì ɓaà, rì zày, ɓɛ̀koŋnyoo ɓɛ ɓiɓan rì ɓyoo ɓifèèghrɛnà ɓi ɓiì rèsɛɛ ɓi ɗyoo. "
LUK.21.12,"Wɔ̀lɛ di ɓìɓan ɓiǹ ɓìcèm ɓi ka ghɛnɛn ɓi, ɓɛ ri mìni ɓiì ɓangii, ɓɛ ki mìni mɛ̀tɔɓ; ɓɛ ri mìni ɓiì faà rì ɓɛ̀rɛlì-asu ɓɛ ɓi naa yi bɔ̀ŋzɛ̀n lɛ ɓɛɛ yɔm̀ mìni, ɓɛ ki pìg mini ɓi naà-zày; ɓɛ ɓiì kɛ̀ɛ ri mìni a ɓɛ̀làmì rì a ɓɛ̀gɔmìnà ɓisu wɛ̀m. "
LUK.21.13,"Fɔlɔɔ a rì mìni ɓiì kìi lɛ, ɓi lom̀ kìtɛɛtɛn ɓi kìɓan kɛm̀. "
LUK.21.14,"Com ki ɓi foŋ̀ ɓi ǹto ki ri lɛ, kɛ̀ ɓi log ki fèfeegh lannɛ ɓì ɓiì yɔ̀mi, "
LUK.21.15,"ɓisuulɛ mɛ̀ɛmiɗ yɛɛ ri mìni ɓiì faà ǹkpaà rì ɗyomzɛ̀n, ɓi ɓi ri ɓiì yaàgh ɓɛ̀bènàbena ɓin, ɓɛ̀ kɛɛ̀ ghɛɛ̀di ŋwɔm. "
LUK.21.16,"Nsoò ɓɛ̀yalì ɓin, nsoò ɓɛ̀geni ɓin, nsoò boo yìn i mum, nsoò ɓɛ̀reŋkàŋ ɓin ɓɛ ri mìni ɓiì kàɓi, ɓɛ ki cuusi kigwey ki ɓi mìni. "
LUK.21.17,Ɓum ɓɛ̀cèm ɓɛ ri mìni ɓiì ɓèèzɛɛ ɓisu wɛ̀m. 
LUK.21.18,"Kìɓan kifog, nsoò fyòŋ fi ɓi nto wu wààdɛŋ fyaa tàŋ ɓi. "
LUK.21.19,Kìsììrì kin kɛɛ ri ɓiì kìi lɛ ɓi ghɛɓsi ɓyɛɓ ɓin.
LUK.21.20,"Yɛ̀ɛ ɓì rì ɓiì ghɛɛ di mɛ̀raŋ mɛ wɛ̀y maa kɔ̀mzɛn Yorisalɛm, ɓì ghɛ̀ɛ̀sɛɛ kì yiì lɛ, Yorisalɛm à yùu kìwààrɛɛ. "
LUK.21.21,"Fɔɔnnɛ ɓumɓɛ ɓɛ ri ɓiì ɓaà a Zyude, ɓɛ ghɛɛ̀sɛɛ kì ghɛŋii, ɓi dòn aɗyòò, ɓɛ̀roɓɛ ɓɛ ri ɓi bàn ɓi ɗùm, ɓɛ ghɛɛ̀sɛɛ kì kpaŋì, ɓɛ ɓi dɛm, ɓɛ̀ kɛɛ̀ ɗiŋi ti ɓi bàn. "
LUK.21.22,"Ɓisuulɛ mɛ̀ru mɛ̀n mɛ ɓiì ɓaà mɛ̀ru mɛ rɔ̀ŋɗɔ̀ŋ, mɛ ɓìɓan ɓìcèm ɓi ɓi ri ɓì kànɛn ɓi ghɛɛ̀sɛɛ kì kìlɛɛ. "
LUK.21.23,"Nyìighnyìg rì ɓɛ̀yiɓ ɓɛ mem, rì ɓɛ̀gɛɓyɛ̀y ɓɛ ɓi mɛ̀ru mɛ̀n, ɓisuulɛ nyìighnyìg ì ɓiì ɓaà lɛɛ̀gwey ɓi kìlɔ̀ŋ, fɔɔnnɛ bim inɛ Bɛ̀ll à rì kìlɔ̀ŋ ki rì yɔ̀ ì ri rèsɛ̀n. "
LUK.21.24,"Ɓɛ ri ɓɔ ɓiì cuusii ri gàfàg, ɓìlɔ̀ŋ ɓidɛŋ ɓi ɓangì ɓɔ ɓi rìkpàn, ɓumɓɛ ɓɛ yin Ɓɛ̀yudɛ̀n ɓɛ sasàɓ Yorisalɛm rì mɛ̀kòò, à kpaŋ yɛ̀ɛ cààmɛ̀n ki ɓum ɓɛ̀n ki ri ɓiì lèegh."
LUK.21.25,"Ɓìfèèghrɛnà ɓi ɓiì rèsɛɛ lɛ, rì ɓi kìsaa ki ŋwos, rì ɓi ŋwii, rì ɓi tyɔɛy; fɛ ɓi zi, coo-ris wu ri ɓiì kìi ɓilɔ̀ŋ di ɓi woogh, rìwɔ̀ɔ̀wɔ̀ɔ̀ ɗi riɓày à kìkòn, rì gom ì ɓìkus. "
LUK.21.26,"Ìris wu ɓiì wolì ɓum ɓɛdɛŋ ɓi rìɓoŋɓɔ̀ŋ ɗi kiɓan ki ki ri ɓiì kìlɛɛ fɛ ɓi ziinɛ, ɓisuulɛ mɛ̀tèɗ mɛ ɓi ɗyoo mɛ ɓiì nyɛ̀ŋɗɛɛ. "
LUK.21.27,"Fɔɔnnɛ ɓɛ ri min ɓiì ghɛɛ̀ Man à mum di à rìì ɓi kìkwìɗ, lɛ rì coo-tèɗ, rì coo rigwey. "
LUK.21.28,"Yɛ̀ɛ ɓìɓan ɓiǹ ɓi ɓiì tumɛɛ righɛɛ̀ghɛ̀nɛ̀n, rɛliina mɛ̀rɛy, ɓì pɛ̀sì mɛ̀to aɗyòò lɛ gòri yìn i tiì jàŋbog. "
LUK.21.29,"Fɔɔnnɛ Yeesus à tekà ɓɔ dàɗkì à kpaa lɛ: Fiɓiina lɛ rì fìgyee, rì ɓìte ɓimbog ɓìcèm. "
LUK.21.30,"I ɓì ghɛɛ di tyɛn ti tumɛɛ rìtɔɓ, ɓì yi lɔŋ lɛ kìlòm ki ti jàŋbog. "
LUK.21.31,"Fɔlɔɔ nnɛ, yɛ̀ɛ mìni girig ɓì rì ɓiì ghɛɛ̀ di ɓìɓan ɓiǹ ɓyɛɛ̀ kìikilɛ̀n, yiina lɛ kìlɔ̀ŋ ki Bɛ̀ll ki ti jàŋbog. "
