livre.chapitre.verset,Bafia
ROM.9.19,Ù rì lɛ ù tɔg min mɛ lɛ: Nni ɓi cɛ nnɛ Bɛ̀ll à ti à fwààdàg tì ɓum? 
ROM.9.20,"Nni wɛ̀ɛmiɗ àǹcèm, ù rì ghɛn anɛ ù rì lɛ ù nyolɛ̀n rì Bɛ̀ll? Bèè i ǹ-yèŋɛn i rì nya lɛ ì tɔg ŋwaànɛ à yèŋi yɔ̀ lɛ: Ɓisuucɛ nnɛ ù yègà mɛ̀ fɛlɛ? "
ROM.9.21,"Ǹ-yèŋì-fyòò à rì lɛ à ki com kìcèm ki à kɔ̀ni rì fyòò fii, fyòò fìfog fi à tɔɓi fi ri lɛ à yèŋ syeesyee à bèè miì, à ki yèŋdi bèè inɛ ì rɔɔtɛɛ ɓi miì."
ROM.9.22,"Bɛ̀ll à kɔ̀ngà lɛ a resi bim yiì à ki kì lɛ ɓum ɓɛɛ yi ìtèɗ wii. Kìɓan kiǹ kɛɛ̀ki, rì coo riɓìɓ ɗi nɗem, à cenɛ̀ngà ɓumɓɛ à ghɛ̀ɛ̀sɛ̀ngà kì woògh bim ri ɓɔ, lɛ ɓɛ ɓaghà di ɓɛ ti ɓi nɗɛli wu ki ghɛ̀ɛ̀sɛ̀ngà lɛ a cuùsi ɓɔ. "
ROM.9.23,"A kɔ̀ngà girig lɛ a resi lèg ànɛ yɛ̀ɛ rìkem ɗii ɗi teghɛɛ ɓi san ànɛ a ɓɛ̀roɓɛ à ti à wokì nyìighnyìg, ɓɛɛ̀ɓɛ à lokà kì pègsɛɛ abɛ̀y lɛ ɓɛ ɓiì terì rìkem ɗìì. "
ROM.9.24,"Ɓisuulɛ ɓìsii ri ɓɛ̀roɓɛ à reŋìghà lɛ rì ɓi nyìinyìm à Ɓɛ̀yudɛ̀n, rì ɓi nyìinyìm à ɓìlɔ̀ŋ ɓi zɛy. "
ROM.9.25,"Fɛlɛ yɛ̀ɛ à kalii ɓi kaàtà à Ozee lɛ: Kìlɔ̀ŋ ki ki ɓaghà ɓi kilɔ̀ŋ kɛm̀, m̀ɓiì reŋii kɔ lɛ, kìlɔ̀ŋ kɛm̀; kìlɔ̀ŋ ki mɛ̀ɛ nti kɛ̀ɛ nkeesi, ǹɗeŋì kɔ lɛ, kìlɔ̀ŋ ki ǹkeesii rì nɗem wɛ̀m wùcèm. "
ROM.9.26,"Fɔɔnnɛ jàŋ yɔ̀miɗ inɛ ɓɛ kpaakpààghà ɓɔ lɛ: Ɓì yin ɓum ɓɛm, wɔɔ nnɛ ɓɛ ɓiì reŋii ɓɔ lɛ: Ɓɔn ɓɛ Bɛ̀ll ànɛ à rì cem."
ROM.9.27,"Ezayii nyii lamɓɛɛ kiɓan ki ki seesee ɓɔn ɓɛ Isirayɛl lɛ: Nsoò ɓɔn ɓɛ a Isirayɛl ɓaa tèghɛɛ yɛ̀ɛ sɛɛ̀sɛɛ à rìɓày, lɔŋ daaraa yi ɓum yɛɛ ri ɓiì ghɛɓì ɓi nyìinyìm wàà. "
ROM.9.28,"Ɓisuulɛ Kan à rì ɓiì fyɛ̀ɗmɛɛ ki kìi lɛ com ki à kpaaghà, kɛɛ kilɛn kìcèm ɓi ziinɛ. "
ROM.9.29,"Lɔŋ yɛ̀ɛ Ezayii à lokà kì kpaà abɛ̀y lɛ: I Kan à mɛ̀raŋ mɛ wɛ̀y kɛ̀ɛ ghagsi ɓisi gàɓ ì dòò, di tì ghalà yɛ̀ɛ kìlɔ̀ŋ ki lɛ Sɔdɔm, tì pisɛ̀n Gɔmɔɔr."
ROM.9.30,"Cɛ tì rì min lɛ tì kpaa? Ti kpaà lɛ ɓumɓɛ ɓɛ yin Ɓɛ̀yudɛ̀n, ɓɛ kɛɛ̀ ki ɓa ɓumɓɛ ɓɛ kaakààghà lɛ ɓɛɛ ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll, ɓɛ ti lɛ saaɗ ɓi mis mii lɛ rìgherɛ̀n. "
ROM.9.31,"Kɔmiɗ lɛ Isirayɛl ànɛ à kaakààghà ɓìdɔ̀gsɛna ɓi ɓi ri lɛ ɓi ki lɛ a ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll, à rɔ̀mɛ̀ngà com ki à kaakààghà ɓi ɓìdɔ̀gsɛna. "
ROM.9.32,"Ɓisuucɛ nnɛ ki kilɛ̀ngà fɔlɔɔ? Ɓisuulɛ Isirayɛl à kaakààghà ɓi riɓa ɗi lɛ saaɗ ɗiǹ ɓi rìgherɛ̀n. Ɓɔɔ fefèkà lɔŋ lɛ ɓɛ ri ɓiì ɓaà lɛ saaɗ ɓi mis mɛ Bɛ̀ll lɛ mɛ̀kìkìì maa, ɓɛ ɓagtɛ̀ngà ɓi gɔ̀g ìnɛ ì rì rì fìɓàg, "
ROM.9.33,"ìnɛ kaàtà à Bɛ̀ll à ɓùŋi ɓi jàŋ inɛ à kpaa lɛ: Ɓì ghɛɛ, ǹfoŋi gɔ̀g ìnɛ ì rì rì fìɓàg a Siyon, rìɓan ɗi ɗi ti ɗi ɓigtàg ɓum, kìɓan kifog ŋwaànɛ à gherɛɛ nyi àa teɗ ɓi ntoòrìɗ."
ROM.10.1,"Ɓɔɔsoŋ̀ com ki nɗem wɛ̀m wɛɛ̀ kɔ̀nkɔ̀n, ki mɛ̀ɛ nki tɔtɔg Bɛ̀ll ɓisu waa ki ri lɛ ɓɛɛ ghɛǹ cɛɓ. "
ROM.10.2,"Ɓisuulɛ ǹɗì lɛ m̀ɓa ɓɔ wusìnɛ̀ɗ ɓi rìfalɛ̀n ɗi ɓɛ ri ɓɛ̀falɛn ri Bɛ̀ll, kìɓan kifog rìfalɛ̀n ɗiǹ ɗi bas̀ ɓi zɛ̀ɗ i rìwog. "
ROM.10.3,"Yɛ̀ɛ ɓɛ yighà ɓi lannɛ Bɛ̀ll à ti à kìlàg lɛ mum à ɓa lɛ saaɗ ɓi mis mii, ɓɔɔ kaakàà bee yaa yi ɓɛ ri lɛ ɓɛ ɓa miì lɛ saaɗ ɓi mis mɛ Bɛ̀ll, ɓɛ ɓeǹ kì nɔ̀ɔ̀tii bee inɛ Bɛ̀ll à ti à kìlàg ɓum miì lɛ ɓɛɛ ɓa lɛ saaɗ ɓi mis mii. "
ROM.10.4,"Ɓisuulɛ Kiris à rì rìsugtɛ̀n ɗi ɓidɔ̀gsɛna, lɛ di mum ǹcèm ànɛ à gherɛɛ a ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll."
ROM.10.5,"Ɓi kìɓan ki ki seesee rìɓa ɗi mum à rì lɛ à ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll lɛ rìɓèŋ ɗi ɓidɔ̀gsɛna, Moyis à kàngà lɛ: Ŋwaànɛ à nɔ̀ɔ̀tii yɛ̀ɛ ɓìdɔ̀gsɛna ɓyɛɛ̀ kpaakpàà, à rì ɓiì ghɛɓì lɛ ɓyɔ. "
ROM.10.6,"Wɔ̀lɛ fɛlɛ nnɛ ki ri kì kaliyɛn ɓi san ànɛ a rìɓa ɗi mum à rì lɛ à ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll lɛ rìgherɛ̀n: Kɔ̀ɔ kpaa ɓi nɗem wɔɔ lɛ, ghɛn yɛ̀ɛ ri ɓɔɔgh gɛ aɗyoo? Fɔlɔɔ a rì lɛ ù kɔ̀sii yì Kiris wɔɔ. "
ROM.10.7,Nsoò lɛ ù kpaa lɛ: Ghɛn yɛ̀ɛ ri sɛni gɛ a nyɔ̀ɛ̀y? Fɔlɔɔ a rì lɛ ù pɛ̀ɛ̀zii tì Kiris ɓi nyìinyìm à ɓìloŋ. 
ROM.10.8,"Nni ki ri min ki kaliyɛn lɛ cɛ? Jɛ̀ɛ̀ ì rì wɔ̀ jàŋbog, yɔ̀ wɔ̀ ɓi ŋwɔm, ì ki ɓa ti wɔ ɓi nɗem, jɛ̀ɛ̀ ìnɛn ì rì jɛ̀ɛ̀ ì rìgherɛ̀n ɗi ɓìsiì làalam̀ɓɛ̀n. "
ROM.10.9,"I ù pinii ŋwɔm wɔɔ ɓi nyìinyìm à ɓum, ù kpaa lɛ Yeesus à rì Kan, ù ki gherɛn ɓi nɗem wɔɔ lɛ Bɛ̀ll à ghèmzìghà nyi a ɓìloŋ, ù ɓiì ɓaà rì cɛɓ. "
ROM.10.10,"Ɓisuulɛ i mum à gherɛɛ rì nɗem wii, à ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll, i a kpaakpaa ɓi ŋwɔm wii lɛ à gherɛɛ Bɛ̀ll à fa nyi cɛɓ. "
ROM.10.11,"Lɛ ki ri kìkànɛn lɛ: Mum ǹcèm ànɛ à gherɛɛ nyi, àa teɗ ɓi ǹtoòrìɗ. "
ROM.10.12,"Fɔɔnnɛ gasɛ̀n ì yin ɓi nyìinyìm ànɛ lɛ rì muu Ɓɛ̀yudɛ̀n, rì muu Gìrɛg, lɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ri lɔŋ Kan bog ànɛ à ti à falàg ɓumɓɛ ɓɛɛ̀ rereŋi nyi ɓyom. "
ROM.10.13,"Ɓisuulɛ mum ǹcèm ànɛ à ɓiì reŋii ɗii ɗi Kan, à ɓiì ghɛɛ̀ cɛɓ."
ROM.10.14,"Nni lannɛ ɓɛ ri min nyi ɓiì reŋii, di ɓɛ gherɛ̀ngà ɓi nyi? Nni lannɛ ɓɛ ri min nyi ɓiì gherɛɛ di ɓɛ woogh ɓi yɛ̀ɛ ɓum ɓɛɛ̀ kpaakpaa kiɓan kii? I ɓum ɓɛ ki kpaakpaa ɓi, lannɛ ɓɔɔ ri min ɓiì woògh? "
ROM.10.15,Nni lannɛ mum à rì ɓiì kɛ̀ɛ ki kpaakpaa di ɓɛ romi ɓi nyi? Fɛlɛ yɛ̀ɛ ki ri kìkànɛn lɛ: Ki rɔɔtɛɛ yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀ lɛ u ghɛǹ ɓumɓɛ ɓɛ riì rì ɓɛ̀syeesyee ɓɛ ɓɛ̀ɓɔlɛ di ɓɛɛ yùyuiy. 
ROM.10.16,"Wɔ̀lɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ghaɓkà ɓi Syeesyee à Ɓɔlɛ, kìɓan kiǹ kɛɛ̀ki Ezayii a kpaaghi lɛ: Kan! Ghɛn yɛɛ gherɛ̀ngà com ki tì lààlàmɓɛ̀ngà? "
ROM.10.17,"Fɔlɔɔ nnɛ rìgherɛ̀n ɗi ti ɗi fuughìì ɓi kìɓan ki ŋwaà woogh; nni kìɓan ki ɓɛ ti ɓɛ wokì, ki riì ɓi jɛ̀ɛ̀ ì Kiris."
ROM.10.18,"Nni ǹtɔɔgh lɛ, ɓɛ rɔɓkà nya ɓɛ̀ kɛɛ̀ wog? Ɓɛ ɓaghà ɓi lɛ ɓɛ rɔɓ, jɛ̀ɛ̀ yaa yi wooghrɛ̀ngà zi bimiɗ, ɓìtòkì ɓyaa ɓi kpagì lɛ rì a ɓɛ̀yɔ̀ŋyɔ̀ŋ ɓɛ zi miì."
ROM.10.19,"Nni mɛ̀ ǹtɔɔgh lɛ, Isirayɛl à wokà ɓi nya yɛɛ lɔɔ? Lɛ Moyis yɛɛ loogh kì kpaà lɛ: Mɓiì kìi lɛ yɔ̀ɔ̀tì a ki mìni rì ɓumɓɛ ɓɛ yin bimiɗ à kìlɔ̀ŋ, ǹkì com ki lɛ ɓi wog bim ri kìlɔ̀ŋ ki ki ri kɛ̀ɛ̀ ɗyomzɛ̀n."
ROM.10.20,"Ezayii à ràm à kpaa lɛ: Ɓumɓɛ ɓɛ kaakààghà ɓi mɛ, ɓɛ ǹtulii ɓi mɛ̀, ǹki rèsɛn a ɓɛ̀roɓɛ ɓɛ tɔkà ɓi mɛ com."
ROM.10.21,"Wɔ̀lɛ ɓi san ànɛ a Isirayɛl, à kpaa lɛ: Bimiɗ à ŋwos, mɛ̀ɛ m̀mɛɛ̀ nàmnam kilɔ̀ŋ ki ki kii lɛ ki yaaghrɛ̀n ki ki ɓa ri ǹtoòtèɗ ɓyàg."
ROM.11.1,"Nni ǹtɔɔgh lɛ, Bɛ̀ll àa m̀màagh nya kìlɔ̀ŋ kii? Èe èe, à màagh ɓi kɔ. Ɓisuulɛ, mɛ̀ ǹɗì girig kìyalì ki a Isirayɛl, dòò yì Abiraham ɓi rìpwìɗ ɗi Bɛŋzyamɛŋ. "
ROM.11.2,"Bɛ̀ll à màagh ɓi kilɔ̀ŋ kii ki à lokà kì ɓɔ̀ni abɛ̀y. Ɓì yii ɓi yɛ̀ɛ ki ri kìkànɛn ɓi jàŋ inɛ Eli à sɔmɛɛ Isirayɛl rì Bɛ̀ll, à kpaa lɛ: "
ROM.11.3,"Kan, ɓɛ mɛ kì lɛ, ɓɛ cuusì ɓɛ̀kpaŋzì-ɓìɓan ɓɔɔ, ɓɛ waàghì jàŋ yi ɓɛ ti ɓɛ tɔngì ɓyom ɓi ɓɛɛ ɓɔgsi wɔ̀ rìɓyɔ miì, lɔŋ mɛ̀ cɛ̀ncɛm yɛɛ mɛ rɔ̀ɓ, ɓɛɛ̀ ki kaakaa lɛ ɓɛɛ wey mɛ̀. "
ROM.11.4,"Nni rìɓàg ɗi Bɛ̀ll ɗi ri lɛ cɛ? Ɗi ri lɛ: Mɛ̀ɛ m̀mɛ rɔ̀tɛn ɓum ɓɛ̀tɔɔsìm taàɓɛ̀ɛ̀ lɛ ɓɛɛ ɓa ɓɛŋkɛ̀m, ɓumɓɛ̀n ɓɛɛ mɓaagh ɓi mɛɗu ɓi zi lɛ ɓɛɛ ɓɔgsi Baal. "
ROM.11.5,"Fɔlɔɔ nnɛ ɓi cààmɛ̀n ki tì rì ki miì, maa gàɓ à ɓum àdɛŋ ànɛ Bɛ̀ll à ɓɔ̀ngà ɓi geesɛ̀n yìì, à rì girig wɔɔ. "
ROM.11.6,"À ɓɔ̀ngà ɓɔ lɛ geesɛ̀n yìì, àa lɛ mɛ̀kìkìì maa, i kɛɛ ɓa lɛ mɛ̀kìkìì maa, di geesɛ̀n ì Bɛ̀ll ì yin kɔɔ̀kɔɔ̀ à geesɛ̀n."
ROM.11.7,"Nni la min? Com ki Isirayɛl à kaakààghà, à fɔ̀ngà ɓi kɔ, wɔ̀lɛ ɓɛ̀roɓɛ Bɛ̀ll à ɓɔ̀ngà ɓɛɛ fɔngà com kiŋcèm, ɓɛ̀ro ɓɛm̀bog ɓɔɔ ɗiŋì ɓɛ̀lɔg ɓi ǹɗeèghreŋi wu Bɛ̀ll, "
ROM.11.8,"lɔŋ yɛ̀ɛ ki ri kì kànɛn lɛ: Bɛ̀ll à faghà ɓɔ Ǹghay wu laalalɛ̀n, à kì lɛ mis maa mɛ̀ kɛɛ̀ ghɛnɛn, mɛ̀reè maa mɛɛ ɓa rì ɓɛ̀lɔg à kpaŋ gɛɛ̀nɛ. "
ROM.11.9,"Davit à kpaa girig lɛ: Teɓèrè wàà a ɓìɗilàg à ghɛ̀ɛ̀sɛɛ kì ɓaà fìram fi fi ri fìgheŋdiyɛn ɓisu waa, nsoò lɛ dam ìnɛ ì ghɛ̀ɛ̀sɛɛ ɓɔ kì wɔɔsii, rì com ki kɛɛ kɛɓti ɓɔ fìɓàg, lɛ ɓɛɛ teɗ mɛ̀lèɓ, "
ROM.11.10,mis maa mɛ ghɛɛ̀sɛɛ kì sigtɛɛ birìm lɛ ɓɛ̀ kɛɛ̀ ghɛnɛn ti; kìya lɛ ɓɛɛ ɓa mɛ̀laŋ cààmɛ̀n kìcèm.
ROM.11.11,"Nni ǹtɔɔgh lɛ, Ɓɛ̀yudɛ̀n ɓɛ kɛɓtɛ̀ngà nya lɛ ɓɛɛ kpi kìzog ki isuùcèm? Èe èe, ki yin fɔlɔɔ, wɔ̀lɛ rìkpì ɗi ɓɛ kpighà ɗyɛ̀ɛ mɛ ki lɛ, ɓìlɔ̀ŋ ɓi zɛy ɓyɛ̀ɛ ɓa ɓìkòrɛn, lɛ di Ɓɛ̀yudɛ̀n ɓɛɛ ki yɔ̀ɔ̀tì. "
ROM.11.12,"I zɛ̀ɗ i Ɓɛ̀yudɛ̀n ì mɛ fa ziinɛ ìkum wu ɓi Nghay, kìzog kaa ki kum̀zì ɓum ɓɛ zɛy ɓi Nghay, ɓɔ̀ɓ yaŋ min ɗi rìrɛlì ɗi ɓɛ ri ɓiì pɛ̀ɛ̀zɛɛ ki rɛlii isuùcèm ɓi gòri ì Bɛ̀ll ɓi ɗùm! Rìrɛlì ɗiǹ ɗi ri fa ɓum ɓɛ̀mààgh lɛɛ̀gwey."
ROM.11.13,"Mɛ̀ ǹkalii mìni ɓɛ ɓi yin Ɓɛ̀yudɛ̀n lɛ, ǹɗì ǹkɛ̀nì-fìtom a Yeesus ànɛ à rì ɓisuu ɓumɓɛ ɓɛ yin Ɓɛ̀yudɛ̀n, nni ɓi rìɓa ɗyɛ̀m ɗiǹ, mɛ̀ɛ nnyàanyaàrɛ̀n rì kìsay ki ki falɛ̀ngà kiǹ a lɔ̀ŋkɛm̀. "
ROM.11.14,"Lɛ i bee yàa rì lɛ ì ɓa, ǹkì lɛ ɓumɓɛ ɓi kìlɔ̀ŋ kɛm̀ ɓɛɛ wog yɔ̀ɔ̀tì, di gàɓ ìdɛŋ yɛ̀ɛ ghɛ̀ɓ. "
ROM.11.15,Ɓisuulɛ rìkɛ̀n ɗyaa ɗi ɓi nwɔŋì ɗi kighà lɛ ziinɛ yɛ̀ɛ rarɛn tì rì Bɛ̀ll; nni cɛ kɛɛ ri min ɓiì kìlɛɛ di ɓɛ sugtii yì? Fɔlɔɔ a ɓiì ɓaà cɛɓ ki ki yuu ɓisuu ɓilòŋ.
ROM.11.16,"Nni i mum à faa Bɛ̀ll kìɓɛghà ki bìrɛs ki ǹtonto, gàɓ ìnɛ ì rɔ̀ɓi bimiɗ ì wooghrɛ̀n girig ɗì Bɛ̀ll; i ɓɛ faa Bɛ̀ll gàŋ yi kite, di myaɓ mɛ kite kiǹ mɛ wooghrɛɛ girig ɗì nyi. "
ROM.11.17,"Wɔ̀lɛ i ɓɛ m̀pisii myaɓ mɛ òlivyee mɛdɛŋ, wàànɛ ù rì (fɛlɛ yɛ̀ɛ) òlìvyee ànɛ à ghɛghɛ̀ɓkà ɓi cog, ù ɓa lɛ ɓɛ yuù wɔ̀ kì ɓaatii ɓi nɗyèm wu òlivyee, jàŋ inɛ myaɓ mɛ ɓɛ nɗengii mɛ ǹɗì, u teteɗ girig gàɓ ì mɛ̀yaa mɛ gàŋ yi òlivyee ànɛ ɓɛ ɓɛlà yɛɛ̀ ronɗom̀ yi. "
ROM.11.18,"Kɔ̀ɔ saasanɛ̀n di u feefengì myaɓ mɛ ɓɛ rengàkà, i ù saasanɛ̀n, ù ghɛ̀ɛ̀sɛɛ kì yiì lɛ àa wɔ̀ yɛɛ ɓanɓani gàŋ, gàŋ yɛɛ ɓanɓani wɔ̀."
ROM.11.19,"Wàa rɔ̀ɓ ɓi lɛ ù kpaa ɓi lɛ: Ɓɛ rengàkà myaɓ mɛdɛŋ, lɛ di ɓɛɛ ɓaati mɛ̀ ɓi-kɔ̀ɔ̀ wu myaɓ mɛǹ. "
ROM.11.20,"Ki ri lɔŋ fɔlɔɔ lɛ ɓɛ rengàkà myaɓ mɛǹ lɛ rìɓa ɗi mɛ ɓaghà kɛ̀ɛ̀ rìgherɛ̀n nni kɔ̀ɔ kaakalɛ̀n, ù ghɛ̀ɛ̀sɛɛ gì kì risii. "
ROM.11.21,"Ɓisuulɛ Bɛ̀ll à kèŋìghà ɓi myaɓ mɛ kite mɔmiɗ, àa kèŋi ɓi girig wɔ̀, "
ROM.11.22,"Kuurag kìpuɓì-ǹɗem à Bɛ̀ll, rì kìnyɛn kii; à rèsii kìnyɛn ɓisuu ɓɛroɓɛ ɓɛ kpighà, à rèsì wɔ̀ kìpuɓì-ǹɗem, wɔ̀lɛ kɛɛ̀ kɔ̀ɔkɔnɛ̀n lɛ u ɓaɓa lɔŋ ɓi kìpuɓì-ǹɗem wìì, kɛ̀ɛ̀ fɔlɔɔ ɓɛ pisì girig wɔ̀. "
ROM.11.23,"Fɔɔnnɛ i ɓɔ girig ɓɛ kɛǹkɛni ɓi asu ɓɛ ɓenɓèn kì gherɛɛ, ɓɛ ɓiì pɛ̀ɛ̀zii ɓɔ kì ɓaatii ɓi ǹɗyèm, lɛ Bɛ̀ll à rì rì ìtèɗ wulɛ à pɛ̀ɛ̀zì ɓɔ kì ɓaatii ɓi ǹɗyèm. "
ROM.11.24,"Wàànɛ ù yin muu Ɓɛ̀yudɛ̀n, ù rì (fɛlɛ yɛ̀ɛ) ŋwaɓ wu òlìvyee ànɛ ɓi cog, ŋwaɓ wii wɛɛ̀wu ɓɛ reniì, ɓɛ yu kì ɓaatii ɓi ǹɗyèm wu òlìvyee ànɛ ɓɛ ɓɛlà m̀ɓɛ̀lɛn, kìɓan ki lɛ ɓɛɛ ɓaati ŋwaɓ wu kite ɓi ǹɗyèm wu kite kidɛŋ, ki ri ki mum kɛ̀ɛ wog; Ɓɛ̀yudɛ̀n ɓɔ yɛɛ ri myaɓ mɛ òlìvyee à m̀ɓɛ̀lɛn, fɔɔnnɛ ki ri ɓiì pɔ̀ɔ̀zii ki ɓaà lɛ fɛnfɛn lɛ ɓɛɛ pɛɛ̀zi ɓɔ kìɓaatii ɓi ǹɗyèm waa."
ROM.11.25,"Ɓɔɔsoŋ̀, kìɓan kidɛŋ ki a rìnyam ki ri wɔɔ, kɛɛ̀ki ǹkɔ̀ni ɓi lɛ ɓi comɛn lɛ ɓì ɓiì ki ghɛnɛɛ miniì ɓɔmiɗ yɛ̀ɛ ɓum ɓɛ ɗyom̀zɛ̀n; kìɓan kiǹ kɛɛ ri lɛ, gàɓ ì ɓum ìnɛ a Isirayɛl ì yiìdi ri ìtèɗ wulɛ ì wog, wɔ̀lɛ kìɓan kiǹ ki ri ɓiì finɛɛ à kpaŋ yɛ̀ɛ ɓìlɔ̀ŋ ɓimbog ɓi ɓi yin Ɓɛ̀yudɛ̀n ɓìcèm ɓi ɓiì ɗiŋii ɓi gòri ì Bɛ̀ll. "
ROM.11.26,"Fɔlɔɔ nnɛ Isirayɛl bimiɗ à rì ɓiì ghɛɛ̀ cɛɓ yɛ̀ɛ ki ri kì kànɛn lɛ: Ǹkòri-bum à ɓiì ɓaà yì a Siyon, à pisì ǹtoòtèɗ wu dòò yi Yakɔɓ. "
ROM.11.27,"Bee inɛ ǹɗì ɓiì renì rì ɓɔ yɛ̀ɛnɛ̀n lɔɔ, di màa pisi ɓiɓe ɓyaa."
ROM.11.28,"Ɓi san ànɛ a Syeesyee à Ɓɔlɛ ànɛ ɓɛ ɓengà, Ɓɛ̀yudɛ̀n ɓɛ ri ɓɛ̀bènàbena ɓɛ Bɛ̀ll, fɔlɔɔ à ki ɓa ɓi kìrɔɔ kin, wɔ̀lɛ i tì nɔ̀ɔ̀tii rìɓɔ̀n ɗi Bɛ̀ll à ɓɔ̀ngà ɓɔ, Ɓɛ̀yudɛ̀n ɓɛ ri ɓɛ̀roɓɛ Bɛ̀ll à keesii ɓisuu ɓɛseŋi ɓaa ɓɛ ɓɛsɛ̀ɛ̀. "
ROM.11.29,"Ɓisuulɛ rìɓòò ɗi Bɛ̀ll à tì à kìlàg ɓum kɛ̀ɛ̀ azi adɛŋ, rì ǹɗeèghreŋi wii, ɓi yin lɛ ɓi lɔgtɛ̀n. "
ROM.11.30,"Fɛlɛ yɛ̀ɛ mìnii kighà Bɛ̀ll ǹtoòtèɗ ɓi mɛ̀ru mɛ abɛ̀y, ɓigomìnɛ, Bɛ̀ll à mɛ wog mini nyìighnyìg lɛ ǹtoòtèɗ wu Ɓɛ̀yudɛ̀n ɓɛ nkii nyi. "
ROM.11.31,"Fɔlɔɔ nnɛ ɓɔ girig ɓɛ mɛ rèsi ǹtoòtèɗ ɓigomìnɛ, lɛ di Bɛ̀ll a wog ɓɔ girig nyìighnyìg fɛlɛ yɛ̀ɛ àa ncenɛɛ mìni."
ROM.11.32,"Ɓisuulɛ Bɛ̀ll à ghaasìghà ɓum ɓɛ̀cèm ɓɛ̀kpàn ɓi ǹtoòtèɗ, ɓi ɗùm, lɛ di a wog ɓɔ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm nyìighnyìg. "
ROM.11.33,"Rìkuu ɗi coo nɗem wu nyìighnyìg ɗi Bɛ̀ll à rì rì ɗyɔ! Ɗyomzɛ̀n ɗii, rì rìyi ɗii ɗi ɓiɓan, ɓi rimi yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀. Mum à yin lɛ à yi ɓɛ̀fèg ɓii, mɛ̀yitì mii mɛ yin lɛ mum à wog. "
ROM.11.34,"Ɓi saaɗ ghɛn yɛɛ ɓaghà lɛ à yi fèg à Kan, ghɛn yɛɛ ki ɓaghà lɛ à reɓ nyi? "
ROM.11.35,Ghɛn yɛɛ ka lokà nyi kìfaà com ki à rì lɛ à ɓoŋɓòŋ mɛ̀lèɓ mɛ miì? 
ROM.11.36,"Lɛ ɓyom ɓìcèm ɓi fuuyì ɓi nyi, ɓi ri lɛ nyi, ɓi ki rì ɓisu wìì, nnyɛ̀ɛ ghɛɛ̀sɛɛ rì rìkem fìɗyàɓ fikɔ̀ɔ̀. Ààmɛ̀n."
ROM.12.1,"Ɓɔɔsoŋ̀, ɓisuu nɗem wu nyìighnyìg wu Bɛ̀ll à rèsìghà ɓi ɓɛg wìs, ǹtɔɔgh mìni lɛ ɓi funɛn mìniì ɓɔmiɗ fɛlɛ yɛ̀ɛ kìtuwe ki mum à ti à weeyì ɓi rìɓɔgsì ɗi Bɛ̀ll; ɓi funɛn mìniì ɓɔmiɗ rifunɛ̀n ɗi ɗi ri cem, ɗyɔ rìtɛnɛn, ɗi ki ɓa ɗi ɗi rɔɔ Bɛ̀ll. Fɔlɔɔ yɛɛ ri ɓiì ɓaà syeesyee à rìɓɔgsì ànɛ ɓì ghɛ̀ɛ̀sɛɛ kì ɓɔgsii Bɛ̀ll. "
ROM.12.2,"Kɛ̀ bi nɔ̀ɔ̀ti cɛɓ ki ɓumɓɛ ɓi mɛ̀ru mɛ ɓɛɛ̀ ghɛghɛ̀ɓ, kìɓan kifog, càrɛɛnà lɛ Bɛ̀ll a lɔgti mìni di à koɓsɛɛ mɛ̀yitì mɛ̀cèm mɛ mɛ ri mìni ɓi mɛ̀rem, ìsuùcèm, rì mɛ nyɔn, fɔlɔɔ nnɛ ɓi rì min ɓiì yiì rìkɔ̀n ɗi Bɛ̀ll, rì ɓìɓan ɓi ɓi rɔɔtɛɛ, rì ɓi ɓyɛɛ̀ rɔɔghi nyi, rì ɓi ɓi ri kɛ̀ɛ̀ kìɓan ki ɓɛ fen miì."
ROM.12.3,"Lɛ geesɛ̀n ìnɛ Bɛ̀ll à kighà mɛ̀, ǹkpaa mum ǹcèm ànɛ ɓi mìni lɛ: Kɛ̀ ɓi rɛsag miniì ɓɔmiɗ ɓi nɗɛli wu wu cee rìɓa ɗin, kìɓan kifog ɓaana lɔŋ ri mɛ̀yitì mɛ lɛ ɓi sɛɛ̀di mìniì ɓɔmiɗ ɓi zi, mum ǹcèm à rɛsɛ̀n ɓi nɗɛli wu wu ghɛɛ̀sɛɛ rì gàɓ ì rìgherɛ̀n ìnɛ Bɛ̀ll à faghà nyi. "
ROM.12.4,"Lɛ fɛlɛ yɛ̀ɛ tì rì rì ɓìkàɓ lɛɛ̀gwey, ɓìkàɓ ɓiǹ ɓi ki ɓa ɓikàɓ ɓi nyoo bog, ɓìcèm ɓyɛ̀ kɛɛ̀ ki ɓa rikuu ɗi kisay ɗifog, "
